descricao;empenhado;liquidado;pago
"7173030850";"329,00";"329,00";"329,00"
"7173030851";"1.920,00";"1.920,00";"1.920,00"
"7173030852";"2.880,00";"2.880,00";"2.880,00"
"7173030853";"1.560,00";"1.560,00";"1.560,00"
"7173030854";"1.288,12";"1.288,12";"1.288,12"
"7173030855";"8.600,00";"8.600,00";"8.600,00"
"7173030856";"8.600,00";"8.600,00";"8.600,00"
"7173030857";"1.920,00";"1.920,00";"1.920,00"
"7173030858";"20.000,00";"19.436,97";"11.924,59"
"7173030859";"2.850,00";"2.850,00";"2.850,00"
"7173030860";"2.511,00";"2.511,00";"2.511,00"
"7173030865";"329,00";"329,00";"329,00"
"7173030866";"987,00";"0,00";"0,00"
"7173030867";"329,00";"329,00";"329,00"
"7173030868";"4.100,00";"4.100,00";"4.100,00"
"7173030869";"2.770,33";"2.770,33";"2.770,33"
"7173030870";"85.507,74";"85.507,74";"85.507,74"
"7173030871";"100.917,15";"100.917,15";"100.917,15"
"7173030872";"672,90";"672,90";"672,90"
"7173030873";"4.300,00";"4.300,00";"4.300,00"
"7173030874";"329,00";"329,00";"329,00"
"7173030875";"1.598,00";"1.598,00";"1.598,00"
"7173030876";"2.880,00";"2.880,00";"2.880,00"
"7173030877";"2.511,00";"2.511,00";"0,00"
"7173030878";"8.460,00";"8.460,00";"8.460,00"
"7173030879";"899,55";"899,55";"899,55"
"7173030880";"6.998,00";"6.998,00";"6.998,00"
"7173030881";"3.499,00";"3.499,00";"3.499,00"
"7173030882";"2.770,33";"2.770,33";"2.770,33"
"7173030883";"899,55";"0,00";"0,00"
"7173030884";"12.600,00";"12.600,00";"12.600,00"
"7173030885";"1.955,00";"1.955,00";"1.955,00"
"7173030886";"4.300,00";"0,00";"0,00"
"7173030887";"858,75";"858,75";"858,75"
"7173030888";"4.100,00";"4.100,00";"4.100,00"
"7173030889";"1.100,00";"1.100,00";"1.100,00"
"7173030890";"7.020,00";"7.020,00";"0,00"
"7173030891";"79.402,70";"79.402,70";"79.402,70"
"7173030892";"2.770,33";"2.770,33";"2.770,33"
"7173030893";"2.770,33";"2.770,33";"2.770,33"
"7173030894";"780,00";"780,00";"780,00"
"7173030895";"8.600,00";"8.600,00";"8.600,00"
"7173030896";"4.300,00";"0,00";"0,00"
"7173030897";"960,00";"0,00";"0,00"
"7173030898";"960,00";"0,00";"0,00"
"7173030899";"329,00";"329,00";"329,00"
"7173030900";"15.424,50";"15.424,50";"15.424,50"
"7173030901";"26.696,00";"26.696,00";"26.696,00"
"7173030902";"0,00";"0,00";"0,00"
"7173030903";"3.677,30";"3.677,30";"3.677,30"
"7173030904";"1.288,12";"1.288,12";"1.288,12"
"7173030906";"84.709,86";"84.709,86";"84.709,86"
"7173030907";"1.099.991,65";"1.099.991,65";"1.099.991,65"
"7173030908";"113.728,58";"113.728,58";"113.728,58"
"7173030909";"24.720,02";"24.720,02";"24.720,02"
"7173030910";"34.462,28";"34.462,28";"34.462,28"
"7173030911";"24.720,02";"24.720,02";"24.720,02"
"7173030912";"9.742,26";"9.742,26";"9.742,26"
"7173030913";"117.472,64";"117.472,64";"117.472,64"
"7173030914";"20.580,00";"0,00";"0,00"
"7173030915";"97.894,32";"97.894,32";"97.894,32"
"7173030916";"53,81";"53,81";"53,81"
"7173030917";"1.288,12";"1.288,12";"1.288,12"
"7173030918";"0,00";"0,00";"0,00"
"7173030919";"429,37";"429,37";"429,37"
"7173030920";"1.288,12";"1.288,12";"1.288,12"
"7173030921";"799,00";"799,00";"799,00"
"7173030922";"715,62";"715,62";"715,62"
"7173030923";"1.091,28";"1.091,28";"1.091,28"
"7173030924";"400,00";"400,00";"400,00"
"7173030925";"1.288,12";"1.288,12";"1.288,12"
"7173030926";"968,62";"968,62";"968,62"
"7173030927";"30.000,00";"30.000,00";"30.000,00"
"7173030928";"429,37";"429,37";"429,37"
"7173030929";"429,38";"429,38";"429,38"
"7173030930";"20.000,00";"18.658,26";"17.247,35"
"7173030931";"70.000,00";"70.000,00";"70.000,00"
"7173030932";"70.000,00";"70.000,00";"70.000,00"
"7173030933";"60.000,00";"60.000,00";"60.000,00"
"7173030934";"4.300,00";"4.300,00";"4.300,00"
"7173030935";"1.600,00";"1.600,00";"1.600,00"
"7173030936";"799,60";"799,60";"799,60"
"7173030937";"234.426,62";"234.426,62";"234.426,62"
"7173030938";"1.175,00";"1.175,00";"1.175,00"
"7173030939";"1.288,12";"1.288,12";"1.288,12"
"7173030940";"0,00";"0,00";"0,00"
"7173030942";"429,37";"429,37";"429,37"
"7173030943";"1.522,70";"1.522,70";"1.522,70"
"7173030944";"5.750,00";"5.750,00";"5.750,00"
"7173030945";"1.920,00";"1.920,00";"1.920,00"
"7173030946";"4.466,00";"4.466,00";"4.466,00"
"7173030947";"1.288,12";"1.288,12";"1.288,12"
"7173030948";"1.288,12";"1.288,12";"1.288,12"
"7173030949";"3.499,00";"3.499,00";"3.499,00"
"7173030950";"2.770,33";"0,00";"0,00"
"7173030951";"72,15";"72,15";"72,15"
"7173030952";"5.750,00";"5.750,00";"5.750,00"
"7173030953";"960,00";"960,00";"960,00"
"7173030954";"744,00";"744,00";"744,00"
"7173030955";"780,00";"780,00";"780,00"
"7173030956";"329,00";"329,00";"329,00"
"7173030957";"1.288,12";"1.288,12";"1.288,12"
"7173030958";"72,15";"72,15";"72,15"
"7173030959";"715,62";"715,62";"715,62"
"7173030960";"322,87";"322,87";"322,87"
"7173030961";"429,37";"429,37";"429,37"
"7173030962";"50.000,00";"50.000,00";"50.000,00"
"7173030963";"190,92";"190,92";"190,92"
"7173030964";"190,92";"190,92";"190,92"
"7173030965";"2.880,00";"2.880,00";"2.880,00"
"7173030966";"960,00";"960,00";"960,00"
"7173030967";"5.040,00";"5.040,00";"5.040,00"
"7173030968";"190,92";"190,92";"190,92"
"7173030969";"6.000,00";"6.000,00";"6.000,00"
"7173030971";"960,00";"960,00";"960,00"
"7173030972";"721,55";"721,55";"721,55"
"7173030973";"960,00";"960,00";"960,00"
"7173030974";"329,00";"329,00";"329,00"
"7173030975";"663,80";"663,80";"663,80"
"7173030976";"329,00";"329,00";"329,00"
"7173030977";"780,00";"780,00";"780,00"
"7173030978";"799,00";"799,00";"799,00"
"7173030979";"4.300,00";"4.300,00";"4.300,00"
"7173030980";"2.770,33";"2.770,33";"2.770,33"
"7173030981";"4.300,00";"4.300,00";"0,00"
"7173030982";"780,00";"780,00";"780,00"
"7173030983";"784,90";"784,90";"784,90"
"7173030984";"0,00";"0,00";"0,00"
"7173030985";"61.020,00";"61.020,00";"61.020,00"
"7173030986";"899,55";"899,55";"899,55"
"7173030987";"4.300,00";"4.300,00";"0,00"
"7173030988";"71,56";"71,56";"71,56"
"7173030989";"2.770,33";"2.770,33";"2.770,33"
"7173030990";"3.220,87";"3.220,87";"3.220,87"
"7173030991";"0,00";"0,00";"0,00"
"7173030992";"7.896,88";"7.896,88";"7.896,88"
"7173030993";"1.560,00";"1.560,00";"1.560,00"
"7173030994";"424,90";"424,90";"424,90"
"7173030995";"0,00";"0,00";"0,00"
"7173030996";"2.770,33";"2.770,33";"2.770,33"
"7173030997";"365,09";"365,09";"365,09"
"7173030999";"49.865,94";"49.865,94";"49.865,94"
"7173031000";"4.625,90";"4.625,90";"4.625,90"
"7173031001";"751,92";"751,92";"751,92"
"7173031002";"15.000,00";"15.000,00";"15.000,00"
"7173031003";"84.755,00";"84.755,00";"84.755,00"
"7173031004";"7.196,00";"7.196,00";"7.196,00"
"7173031005";"16.621,98";"16.621,98";"16.621,98"
"7173031006";"4.300,00";"4.300,00";"0,00"
"7173031007";"0,00";"0,00";"0,00"
"7173031008";"2.880,00";"2.880,00";"2.880,00"
"7173031009";"4.100,00";"0,00";"0,00"
"7173031010";"1.645,00";"1.645,00";"1.645,00"
"7173031011";"1.560,00";"1.560,00";"1.560,00"
"7173031012";"20.994,00";"20.994,00";"20.994,00"
"7173031013";"10.200,00";"6.800,00";"6.800,00"
"7173031014";"26.796,00";"26.796,00";"26.796,00"
"7173031015";"2.642,50";"2.642,50";"2.642,50"
"7173031016";"10.198,00";"10.198,00";"10.198,00"
"7173031017";"2.642,50";"2.642,50";"2.642,50"
"7173031018";"4.300,00";"4.300,00";"0,00"
"7173031019";"960,00";"960,00";"960,00"
"7173031020";"1.288,12";"1.288,12";"1.288,12"
"7173031021";"429,37";"429,37";"429,37"
"7173031022";"715,62";"715,62";"715,62"
"7173031023";"0,00";"0,00";"0,00"
"7173031024";"429,37";"429,37";"429,37"
"7173031025";"1.574,37";"1.574,37";"1.574,37"
"7173031026";"0,00";"0,00";"0,00"
"7173031027";"32.398,92";"32.398,92";"32.398,92"
"7173031028";"715,62";"715,62";"715,62"
"7173031029";"15.000,00";"11.111,19";"11.111,19"
"7173031030";"1.574,37";"1.574,37";"1.574,37"
"7173031031";"899,55";"899,55";"0,00"
"7173031032";"2.233,00";"2.233,00";"2.233,00"
"7173031033";"799,00";"799,00";"799,00"
"7173031034";"1.560,00";"1.560,00";"1.560,00"
"7173031035";"2.200,00";"0,00";"0,00"
"7173031043";"0,00";"0,00";"0,00"
"7173031044";"0,00";"0,00";"0,00"
"7173031045";"987,00";"987,00";"987,00"
"7173031046";"1.920,00";"1.920,00";"1.920,00"
"7173031047";"1.099,00";"1.099,00";"1.099,00"
"7173031048";"1.100,00";"1.100,00";"1.100,00"
"7173031049";"2.233,00";"2.233,00";"2.233,00"
"7173031050";"329,00";"0,00";"0,00"
"7173031051";"4.300,00";"0,00";"0,00"
"7173031052";"3.499,00";"0,00";"0,00"
"7173031053";"5.700,00";"5.700,00";"5.700,00"
"7173031054";"43.000,00";"43.000,00";"43.000,00"
"7173031057";"322,87";"322,87";"322,87"
"7173031058";"715,62";"715,62";"715,62"
"7173031061";"322,87";"322,87";"322,87"
"7173031062";"322,87";"322,87";"322,87"
"7173031063";"5.540,66";"5.540,66";"5.540,66"
"7173031064";"960,00";"960,00";"960,00"
"7173031065";"799,00";"0,00";"0,00"
"7173031066";"538,12";"538,12";"538,12"
"7173031067";"960,00";"0,00";"0,00"
"7173031068";"329,00";"0,00";"0,00"
"7173031069";"44.160,00";"44.160,00";"44.160,00"
"7173031070";"13.500,00";"13.500,00";"13.500,00"
"7173031071";"2.770,33";"2.770,33";"2.770,33"
"7173031072";"4.300,00";"0,00";"0,00"
"7173031073";"3.578,12";"3.578,12";"3.578,12"
"7173031074";"1.569,80";"1.569,80";"0,00"
"7173031075";"2.770,33";"0,00";"0,00"
"7173031076";"1.799,00";"1.799,00";"1.799,00"
"7173031077";"25.800,00";"25.800,00";"25.800,00"
"7173031078";"2.000,00";"770,00";"770,00"
"7173031079";"9.296,72";"9.296,72";"9.296,72"
"7173031080";"1.790,74";"1.790,74";"1.790,74"
"7173031081";"3.000,00";"3.000,00";"3.000,00"
"7173031083";"999,00";"999,00";"999,00"
"7173031084";"1.614,37";"1.614,37";"1.614,37"
"7173031085";"0,00";"0,00";"0,00"
"7173031087";"2.146,87";"2.146,87";"2.146,87"
"7173031088";"3.578,12";"3.578,12";"3.578,12"
"7173031089";"3.578,12";"3.578,12";"3.578,12"
"7173031090";"960,00";"0,00";"0,00"
"7173031091";"784,90";"784,90";"784,90"
"7173031092";"0,00";"0,00";"0,00"
"7173031093";"0,00";"0,00";"0,00"
"7173031094";"0,00";"0,00";"0,00"
"7173031095";"4.680,00";"4.680,00";"4.680,00"
"7173031096";"432,93";"432,93";"432,93"
"7173031097";"71,56";"71,56";"71,56"
"7173031098";"71,56";"71,56";"71,56"
"7173031100";"19.193,58";"19.193,58";"19.193,58"
"7173031101";"289,00";"289,00";"289,00"
"7173031102";"609,50";"609,50";"609,50"
"7173031103";"800.304,00";"800.304,00";"800.304,00"
"7173031104";"1.876,03";"1.876,03";"1.876,03"
"7173031105";"1.614,37";"1.614,37";"1.614,37"
"7173031106";"1.974,00";"0,00";"0,00"
"7173031107";"4.680,00";"4.680,00";"4.680,00"
"7173031108";"2.850,00";"2.850,00";"2.850,00"
"7173031109";"5.760,00";"0,00";"0,00"
"7173031110";"9.325,00";"9.325,00";"9.325,00"
"7173031111";"3.150,00";"3.150,00";"3.150,00"
"7173031112";"0,00";"0,00";"0,00"
"7173031115";"20.036,52";"20.036,52";"20.036,52"
"7173031116";"999,50";"0,00";"0,00"
"7173031117";"900,00";"900,00";"900,00"
"7173031118";"12.480,00";"12.480,00";"12.480,00"
"7173031119";"2.760,00";"2.760,00";"2.760,00"
"7173031120";"0,00";"0,00";"0,00"
"7173031121";"2.895,00";"2.895,00";"2.895,00"
"7173031122";"40.459,76";"40.459,76";"40.459,76"
"7173031123";"22.125,00";"22.125,00";"22.125,00"
"7173031124";"1.512,00";"336,00";"336,00"
"7173031125";"0,00";"0,00";"0,00"
"7173031126";"8.099,73";"8.099,73";"8.099,73"
"7173031127";"1.212,30";"1.212,30";"1.212,30"
"7173031128";"2.970,00";"2.970,00";"2.970,00"
"7173031129";"5.699,81";"5.699,81";"5.699,81"
"7173031130";"13.799,54";"13.799,54";"13.799,54"
"7173031131";"50.940,00";"50.940,00";"50.940,00"
"7173031132";"500.000,00";"500.000,00";"500.000,00"
"7173031133";"594,00";"594,00";"594,00"
"7173031134";"179,60";"179,60";"179,60"
"7173031136";"0,00";"0,00";"0,00"
"7173031137";"3.545,82";"3.545,82";"3.545,82"
"7173031139";"71,56";"71,56";"71,56"
"7173031140";"2.146,87";"2.146,87";"2.146,87"
"7173031141";"71,56";"71,56";"71,56"
"7173031142";"71,56";"71,56";"71,56"
"7173031143";"71,56";"71,56";"71,56"
"7173031144";"2.146,87";"2.146,87";"2.146,87"
"7173031145";"0,00";"0,00";"0,00"
"7173031146";"0,00";"0,00";"0,00"
"7173031147";"14.820,00";"0,00";"0,00"
"7173031148";"286,25";"286,25";"286,25"
"7173031149";"208.968,74";"0,00";"0,00"
"7173031152";"15.000,00";"5.182,87";"4.653,85"
"7173031153";"13.000,00";"0,00";"0,00"
"7173031154";"123.578,12";"123.578,12";"123.578,12"
"7173031155";"145.897,50";"134.197,80";"134.197,80"
"7173031156";"5.800,00";"5.800,00";"5.800,00"
"7173031159";"1.001,87";"1.001,87";"1.001,87"
"7173031161";"350.000,00";"350.000,00";"350.000,00"
"7173031162";"780,00";"780,00";"780,00"
"7173031163";"1.560,00";"1.560,00";"1.560,00"
"7173031165";"2.770,33";"0,00";"0,00"
"7173031166";"4.300,00";"4.300,00";"0,00"
"7173031167";"690,00";"0,00";"0,00"
"7173031168";"499,75";"499,75";"499,75"
"7173031169";"3.499,00";"0,00";"0,00"
"7173031170";"960,00";"960,00";"960,00"
"7173031171";"4.300,00";"0,00";"0,00"
"7173031172";"3.330,00";"3.330,00";"3.330,00"
"7173031173";"0,00";"0,00";"0,00"
"7173031174";"4.300,00";"4.300,00";"0,00"
"7173031175";"799,00";"0,00";"0,00"
"7173031176";"849,80";"849,80";"849,80"
"7173031177";"1.920,00";"1.920,00";"0,00"
"7173031178";"8.600,00";"0,00";"0,00"
"7173031179";"0,00";"0,00";"0,00"
"7173031180";"2.770,33";"2.770,33";"0,00"
"7173031181";"780,00";"780,00";"0,00"
"7173031182";"1.100,00";"0,00";"0,00"
"7173031183";"187,99";"187,99";"187,99"
"7173031184";"429,37";"429,37";"429,37"
"7173031185";"2.146,87";"2.146,87";"2.146,87"
"7173031186";"0,00";"0,00";"0,00"
"7173031187";"12.900,00";"12.900,00";"0,00"
"7173031188";"6.998,00";"6.998,00";"6.998,00"
"7173031189";"3.000,00";"3.000,00";"0,00"
"7173031190";"33.935,88";"31.107,89";"25.451,91"
"7173031191";"33.935,88";"31.107,89";"25.451,91"
"7173031192";"16.000,00";"16.000,00";"8.000,00"
"7173031193";"4.466,00";"4.466,00";"4.466,00"
"7173031194";"52.491,84";"52.491,84";"26.245,92"
"7173031195";"55.100,00";"55.100,00";"55.100,00"
"7173031196";"49.964,74";"17.262,30";"17.262,30"
"7173031197";"164.100,68";"164.100,68";"164.100,68"
"7173031198";"227.679,47";"227.679,47";"227.679,47"
"7173031199";"960,00";"960,00";"960,00"
"7173031200";"32.194,07";"32.194,07";"1.624,33"
"7173031201";"79.402,70";"79.402,70";"79.402,70"
"7173031202";"20.000,00";"0,00";"0,00"
"7173031209";"799,00";"0,00";"0,00"
"7173031210";"799,00";"0,00";"0,00"
"7173031211";"3.139,60";"3.139,60";"3.139,60"
"7173031212";"0,00";"0,00";"0,00"
"7173031213";"658,00";"0,00";"0,00"
"7173031214";"7.050,00";"7.050,00";"0,00"
"7173031215";"2.770,33";"2.770,33";"2.770,33"
"7173031216";"1.799,00";"0,00";"0,00"
"7173031217";"5.760,00";"0,00";"0,00"
"7173031218";"3.525,00";"3.525,00";"3.525,00"
"7173031219";"1.974,00";"0,00";"0,00"
"7173031220";"329,00";"0,00";"0,00"
"7173031221";"1.741,11";"1.741,11";"1.741,11"
"7173031222";"2.770,33";"0,00";"0,00"
"7173031223";"4.300,00";"0,00";"0,00"
"7173031225";"2.770,33";"2.770,33";"0,00"
"7173031226";"429,37";"429,37";"429,37"
"7173031227";"2.770,33";"2.770,33";"2.770,33"
"7173031228";"2.770,33";"0,00";"0,00"
"7173031231";"1.799,10";"0,00";"0,00"
"7173031232";"1.100,00";"1.100,00";"0,00"
"7173031233";"2.770,33";"0,00";"0,00"
"7173031234";"999,00";"0,00";"0,00"
"7173031236";"960,00";"0,00";"0,00"
"7173031237";"192.097,25";"0,00";"0,00"
"7173031238";"357.902,75";"273.102,02";"273.102,02"
"7173031239";"329,00";"0,00";"0,00"
"7173031240";"0,00";"0,00";"0,00"
"7173031241";"329,00";"0,00";"0,00"
"7173031242";"2.340,00";"2.340,00";"2.340,00"
"7173031243";"960,00";"960,00";"0,00"
"7173031244";"899,55";"0,00";"0,00"
"7173031245";"799,00";"0,00";"0,00"
"7173031247";"780,00";"780,00";"0,00"
"7173031248";"8.390,00";"8.390,00";"8.390,00"
"7173031249";"1.699,60";"1.699,60";"0,00"
"7173031250";"2.770,33";"0,00";"0,00"
"7173031251";"329,00";"0,00";"0,00"
"7173031252";"10.206,00";"10.042,70";"3.402,00"
"7173031253";"960,00";"960,00";"960,00"
"7173031254";"3.399,20";"3.399,20";"0,00"
"7173031255";"3.220,87";"3.220,87";"3.220,87"
"7173031256";"4.300,00";"0,00";"0,00"
"7173031258";"10.390,05";"6.926,70";"6.926,70"
"7173031259";"20.000,00";"18.057,79";"18.057,79"
"7173031260";"4.994,00";"0,00";"0,00"
"7173031261";"849,80";"0,00";"0,00"
"7173031262";"544.513,79";"544.513,79";"544.513,79"
"7173031263";"62.694,32";"62.694,32";"62.694,32"
"7173031264";"9.239,64";"9.239,64";"9.239,64"
"7173031265";"17.231,14";"17.231,14";"17.231,14"
"7173031266";"12.360,01";"12.360,01";"12.360,01"
"7173031267";"4.871,13";"4.871,13";"4.871,13"
"7173031268";"53.865,19";"53.865,19";"53.865,19"
"7173031269";"3.890,00";"3.890,00";"3.890,00"
"7173031270";"2.770,33";"2.770,33";"2.770,33"
"7173031272";"658,00";"0,00";"0,00"
"7173031273";"6.636,43";"6.636,43";"6.636,43"
"7173031274";"1.001,87";"1.001,87";"1.001,87"
"7173031275";"1.001,87";"1.001,87";"1.001,87"
"7173031276";"1.175,00";"0,00";"0,00"
"7173031277";"2.770,33";"0,00";"0,00"
"7173031278";"1.001,87";"1.001,87";"1.001,87"
"7173031279";"6.190,00";"6.190,00";"6.190,00"
"7173031280";"8.550,00";"0,00";"0,00"
"7173031281";"8.991,00";"8.991,00";"8.991,00"
"7173031282";"2.770,33";"0,00";"0,00"
"7173031283";"248,00";"248,00";"0,00"
"7173031284";"2.770,33";"0,00";"0,00"
"7173031285";"780,00";"780,00";"780,00"
"7173031286";"7.670,00";"7.670,00";"0,00"
"7173031287";"0,00";"0,00";"0,00"
"7173031288";"960,00";"960,00";"0,00"
"7173031289";"1.288,12";"1.288,12";"1.288,12"
"7173031290";"960,00";"960,00";"0,00"
"7173031291";"4.970,00";"0,00";"0,00"
"7173031292";"2.497,00";"2.497,00";"2.497,00"
"7173031293";"0,00";"0,00";"0,00"
"7173031294";"0,00";"0,00";"0,00"
"7173031295";"799,00";"0,00";"0,00"
"7173031296";"4.300,00";"0,00";"0,00"
"7173031299";"2.505,12";"2.505,12";"2.505,12"
"7173031300";"2.642,50";"2.642,50";"2.642,50"
"7173031301";"2.770,33";"0,00";"0,00"
"7173031302";"2.770,33";"0,00";"0,00"
"7173031303";"329,00";"0,00";"0,00"
"7173031304";"429,37";"429,37";"429,37"
"7173031305";"432,93";"432,93";"432,93"
"7173031306";"429,37";"429,37";"429,37"
"7173031307";"322,87";"322,87";"322,87"
"7173031308";"329,00";"0,00";"0,00"
"7173031309";"329,00";"0,00";"0,00"
"7173031310";"891,00";"891,00";"891,00"
"7173031311";"161,64";"161,64";"161,64"
"7173031312";"5.800,00";"5.800,00";"5.800,00"
"7173031338";"2.233,00";"2.233,00";"2.233,00"
"7173031339";"429,37";"429,37";"429,37"
"7173031344";"2.158,92";"2.158,92";"2.158,92"
"7173031353";"24.563,95";"24.563,95";"24.563,95"
"7173031354";"751,96";"0,00";"0,00"
"7173031355";"3.105,00";"0,00";"0,00"
"7173031356";"12.400,00";"12.400,00";"12.400,00"
"7173031357";"24.864,20";"24.864,20";"24.864,20"
"7173031358";"18.167,00";"18.167,00";"18.167,00"
"7173031359";"1.649,00";"1.649,00";"1.649,00"
"7173031362";"6.660,00";"0,00";"0,00"
"7173031363";"2.770,33";"0,00";"0,00"
"7173031364";"899,55";"0,00";"0,00"
"7173031365";"2.551,92";"0,00";"0,00"
"7173031366";"4.300,00";"0,00";"0,00"
"7173031367";"329,00";"0,00";"0,00"
"7173031368";"71,56";"71,56";"71,56"
"7173031369";"1.574,37";"1.574,37";"1.574,37"
"7173031370";"4.907,50";"4.907,50";"4.907,50"
"7173031371";"429,37";"429,37";"429,37"
"7173031372";"429,37";"429,37";"429,37"
"7173031373";"429,37";"429,37";"429,37"
"7173031374";"2.456,50";"2.456,50";"2.456,50"
"7173031375";"12.663,56";"12.663,56";"12.663,56"
"7173031376";"1.574,37";"1.574,37";"1.574,37"
"7173031377";"429,37";"429,37";"429,37"
"7173031378";"4.300,00";"0,00";"0,00"
"7173031379";"899,55";"0,00";"0,00"
"7173031380";"2.770,33";"0,00";"0,00"
"7173031381";"799,00";"0,00";"0,00"
"7173031382";"1.170,00";"0,00";"0,00"
"7173031383";"899,55";"0,00";"0,00"
"7173031384";"4.300,00";"0,00";"0,00"
"7173031385";"30.000,00";"30.000,00";"30.000,00"
"7173031386";"216.250,00";"216.250,00";"216.250,00"
"7173031387";"6.200,00";"0,00";"0,00"
"7173031388";"0,00";"0,00";"0,00"
"7173031389";"100.000,00";"100.000,00";"100.000,00"
"7173031390";"329,00";"0,00";"0,00"
"7173031391";"50.000,00";"50.000,00";"50.000,00"
"7173031393";"8.820,00";"8.820,00";"8.820,00"
"7173031394";"424,90";"0,00";"0,00"
"7173031396";"1.569,80";"0,00";"0,00"
"7173031397";"4.300,00";"0,00";"0,00"
"7173031398";"780,00";"0,00";"0,00"
"7173031399";"899,55";"0,00";"0,00"
"7173031400";"392.000,00";"392.000,00";"392.000,00"
"7173031401";"18.000,00";"18.000,00";"18.000,00"
"7173031402";"11.165,00";"0,00";"0,00"
"7173031403";"1.399,12";"1.399,12";"1.399,12"
"7173031404";"1.598,00";"1.598,00";"0,00"
"7173031405";"286,25";"286,25";"286,25"
"7173031406";"429,37";"429,37";"429,37"
"7173031408";"0,00";"0,00";"0,00"
"7173031409";"12.900,00";"0,00";"0,00"
"7173031410";"12.900,00";"0,00";"0,00"
"7173031411";"1.560,00";"0,00";"0,00"
"7173031412";"1.799,00";"0,00";"0,00"
"7173031413";"1.569,80";"0,00";"0,00"
"7173031414";"960,00";"960,00";"0,00"
"7173031416";"658,00";"0,00";"0,00"
"7173031417";"4.680,00";"0,00";"0,00"
"7173031418";"329,00";"0,00";"0,00"
"7173031419";"1.920,00";"0,00";"0,00"
"7173031420";"658,00";"0,00";"0,00"
"7173031421";"8.300,00";"8.300,00";"0,00"
"7173031422";"390,00";"0,00";"0,00"
"7173031423";"429,37";"429,37";"429,37"
"7173031424";"429,37";"429,37";"429,37"
"7173031425";"20.000,00";"20.000,00";"0,00"
"7173031426";"40.000,00";"0,00";"0,00"
"7173031427";"5.540,66";"0,00";"0,00"
"7173031428";"4.300,00";"0,00";"0,00"
"7173031429";"4.060,80";"270,72";"0,00"
"7173031430";"2.295,00";"0,00";"0,00"
"7173031431";"4.300,00";"0,00";"0,00"
"7173031432";"899,55";"0,00";"0,00"
"7173031433";"2.770,33";"0,00";"0,00"
"7173031434";"799,00";"0,00";"0,00"
"7173031435";"13.851,65";"13.851,65";"13.851,65"
"7173031436";"329,00";"0,00";"0,00"
"7173031437";"960,00";"0,00";"0,00"
"7173031439";"13.761,67";"13.761,67";"13.761,67"
"7173031440";"3.499,00";"0,00";"0,00"
"7173031441";"71,56";"71,56";"71,56"
"7173031442";"2.256,00";"0,00";"0,00"
"7173031443";"13.798,95";"13.798,95";"13.798,95"
"7173031444";"299,85";"299,85";"0,00"
"7173031445";"499,75";"499,75";"0,00"
"7173031446";"2.350,00";"0,00";"0,00"
"7173031447";"1.175,00";"0,00";"0,00"
"7173031448";"429,37";"429,37";"429,37"
"7173031449";"1.001,87";"1.001,87";"1.001,87"
"7173031450";"1.001,87";"1.001,87";"1.001,87"
"7173031451";"1.001,87";"1.001,87";"1.001,87"
"7173031452";"753,37";"753,37";"753,37"
"7173031453";"429,37";"429,37";"429,37"
"7173031454";"780,00";"0,00";"0,00"
"7173031455";"715,62";"715,62";"715,62"
"7173031456";"715,62";"715,62";"715,62"
"7173031457";"1.598,00";"0,00";"0,00"
"7173031458";"4.590,00";"0,00";"0,00"
"7173031459";"1.699,60";"0,00";"0,00"
"7173031460";"4.100,00";"0,00";"0,00"
"7173031461";"286,25";"286,25";"286,25"
"7173031462";"286,25";"286,25";"286,25"
"7173031463";"1.001,87";"1.001,87";"1.001,87"
"7173031464";"40.000,00";"40.000,00";"0,00"
"7173031465";"0,00";"0,00";"0,00"
"7173031466";"329,00";"0,00";"0,00"
"7173031467";"960,00";"960,00";"960,00"
"7173031468";"8.600,00";"0,00";"0,00"
"7173031469";"30.000,00";"30.000,00";"0,00"
"7173031470";"4.994,00";"0,00";"0,00"
"7173031471";"745.000,00";"745.000,00";"745.000,00"
"7173031472";"538,12";"538,12";"538,12"
"7173031473";"715,62";"715,62";"715,62"
"7173031474";"715,62";"715,62";"715,62"
"7173031475";"715,62";"715,62";"715,62"
"7173031476";"3.750,00";"3.750,00";"3.750,00"
"7173031477";"920,90";"0,00";"0,00"
"7173031478";"715,62";"715,62";"715,62"
"7173031479";"4.300,00";"0,00";"0,00"
"7173031480";"329,00";"0,00";"0,00"
"7173031481";"300,00";"0,00";"0,00"
"7173031482";"75,00";"0,00";"0,00"
"7173031483";"960,00";"0,00";"0,00"
"7173031484";"0,00";"0,00";"0,00"
"7173031485";"3.810,00";"3.810,00";"0,00"
"7173031486";"1.175,00";"0,00";"0,00"
"7173031487";"187,98";"0,00";"0,00"
"7173031488";"424,90";"0,00";"0,00"
"7173031489";"0,00";"0,00";"0,00"
"7173031491";"2.770,33";"0,00";"0,00"
"7173031492";"8.310,99";"0,00";"0,00"
"7173031493";"91.991,52";"81.252,43";"81.252,43"
"7173031494";"47.641,62";"39.701,35";"0,00"
"7173031495";"1.112.082,08";"1.096.931,09";"1.096.931,09"
"7173031496";"137.966,94";"137.966,94";"137.966,94"
"7173031497";"24.720,02";"17.231,14";"17.231,14"
"7173031498";"34.462,28";"34.462,28";"34.462,28"
"7173031499";"24.720,02";"24.720,02";"24.720,02"
"7173031500";"9.742,26";"9.742,26";"9.742,26"
