descricao;empenhado;liquidado;pago
"3040010532";"11.876,12";"11.876,12";"11.876,12"
"3040010533";"11.876,12";"11.876,12";"11.876,12"
"3040010534";"11.876,12";"11.876,12";"11.876,12"
"3040010535";"720,00";"720,00";"720,00"
"3040010536";"5.072,90";"5.072,90";"5.072,90"
"3040010537";"886,60";"886,60";"886,60"
"3040010538";"1.399,45";"1.399,45";"1.399,45"
"3040010539";"1.399,45";"1.399,45";"1.399,45"
"3040010540";"1.399,45";"1.399,45";"1.399,45"
"3040010541";"799,90";"799,90";"799,90"
"3040010542";"839,67";"839,67";"839,67"
"3040010543";"839,67";"839,67";"839,67"
"3040010544";"836,59";"836,59";"836,59"
"3040010545";"9.520,00";"9.520,00";"9.520,00"
"3040010546";"2.970,00";"2.970,00";"2.970,00"
"3040010547";"3.700,00";"3.700,00";"3.700,00"
"3040010548";"2.519,01";"2.519,01";"2.519,01"
"3040010549";"2.519,01";"2.519,01";"2.519,01"
"3040010550";"2.519,01";"2.519,01";"2.519,01"
"3040010551";"5.442,36";"5.442,36";"5.442,36"
"3040010552";"1.670,63";"1.670,63";"1.670,63"
"3040010553";"4.554,00";"4.554,00";"4.554,00"
"3040010554";"2.311,22";"2.311,22";"2.311,22"
"3040010555";"12.461,68";"12.461,68";"12.461,68"
"3040010556";"11.854,40";"11.854,40";"11.854,40"
"3040010557";"70.539,60";"29.391,50";"29.391,50"
"3040010558";"9.932,30";"0,00";"0,00"
"3040010559";"35.000,00";"0,00";"0,00"
"3040010560";"64.800,00";"0,00";"0,00"
"3040010561";"200,00";"0,00";"0,00"
"3040010562";"528,09";"528,09";"528,09"
"3040010563";"1.959,23";"1.959,23";"1.959,23"
"3040010564";"11.662,12";"11.662,12";"11.662,12"
"3040010565";"24.136,00";"14.461,05";"14.461,05"
"3040010566";"3.070,00";"3.070,00";"3.070,00"
"3040010567";"7.525,90";"7.525,90";"7.525,90"
"3040010568";"8.235,00";"8.235,00";"8.235,00"
"3040010569";"1.288,00";"0,00";"0,00"
"3040010570";"592,50";"592,50";"592,50"
"3040010571";"210,00";"210,00";"210,00"
"3040010572";"6.554,00";"6.554,00";"6.554,00"
"3040010573";"6.288,00";"6.288,00";"6.288,00"
"3040010574";"25.000,00";"25.000,00";"25.000,00"
"3040010575";"662.376,33";"662.376,33";"662.376,33"
"3040010576";"322.673,88";"322.673,88";"322.673,88"
"3040010577";"6.060,95";"6.060,95";"6.060,95"
"3040010578";"1.227,23";"1.227,23";"1.227,23"
"3040010579";"5.170,23";"5.170,23";"5.170,23"
"3040010580";"2.519,01";"2.519,01";"2.519,01"
"3040010581";"2.519,01";"2.519,01";"2.519,01"
"3040010582";"4.198,36";"4.198,36";"4.198,36"
"3040010583";"4.198,36";"4.198,36";"4.198,36"
"3040010584";"225.800,00";"225.800,00";"225.800,00"
"3040010585";"3.036,00";"3.036,00";"3.036,00"
"3040010586";"320,00";"320,00";"320,00"
"3040010587";"6.780,00";"6.780,00";"6.780,00"
"3040010588";"6.968,33";"6.968,33";"6.968,33"
"3040010589";"0,00";"0,00";"0,00"
"3040010590";"22.112,77";"22.112,77";"22.112,77"
"3040010591";"12.118,37";"12.118,37";"12.118,37"
"3040010593";"14.847,13";"14.847,13";"14.847,13"
"3040010594";"16.025,54";"16.025,54";"16.025,54"
"3040010595";"20.000,00";"0,00";"0,00"
"3040010596";"19.900,00";"0,00";"0,00"
"3040010597";"2.228,00";"2.228,00";"2.228,00"
"3040010598";"880,00";"880,00";"880,00"
"3040010599";"930,00";"930,00";"930,00"
"3040010600";"6.700,00";"6.700,00";"6.700,00"
"3040010601";"17.400,00";"1.480,16";"1.480,16"
"3040010602";"2.750,00";"1.072,50";"1.072,50"
"3040010603";"80.000,00";"44.800,00";"44.800,00"
"3040010604";"839,67";"839,67";"839,67"
"3040010605";"839,67";"839,67";"839,67"
"3040010606";"1.199,85";"1.199,85";"1.199,85"
"3040010607";"0,00";"0,00";"0,00"
"3040010608";"559,78";"559,78";"559,78"
"3040010609";"559,78";"559,78";"559,78"
"3040010610";"559,78";"559,78";"559,78"
"3040010611";"559,78";"559,78";"559,78"
"3040010612";"73.268,04";"21.147,07";"21.147,07"
"3040010613";"53.029,20";"53.029,20";"53.029,20"
"3040010614";"21.900,00";"21.900,00";"21.900,00"
"3040010615";"761.140,60";"761.140,60";"761.140,60"
"3040010616";"16.033,80";"16.033,80";"16.033,80"
"3040010622";"15.272,97";"15.272,97";"15.272,97"
"3040010623";"945,00";"945,00";"945,00"
"3040010624";"3.525,00";"3.525,00";"3.525,00"
"3040010625";"1.076,00";"1.076,00";"1.076,00"
"3040010626";"11.756,60";"11.756,60";"11.756,60"
"3040010628";"4.199,91";"2.584,56";"2.584,56"
"3040010629";"6.647,44";"6.647,44";"6.647,44"
"3040010630";"5.442,36";"5.442,36";"5.442,36"
"3040010631";"5.170,23";"5.170,23";"5.170,23"
"3040010632";"1.999,75";"1.999,75";"1.999,75"
"3040010633";"1.399,45";"1.399,45";"1.399,45"
"3040010634";"1.399,45";"1.399,45";"1.399,45"
"3040010635";"1.399,45";"1.399,45";"1.399,45"
"3040010636";"26.290,00";"26.290,00";"26.290,00"
"3040010637";"2.519,01";"2.519,01";"2.519,01"
"3040010638";"350.000,00";"350.000,00";"350.000,00"
"3040010639";"10.000,00";"10.000,00";"10.000,00"
"3040010640";"2.519,01";"2.519,01";"2.519,01"
"3040010641";"1.959,23";"1.959,23";"1.959,23"
"3040010642";"1.959,23";"1.959,23";"1.959,23"
"3040010643";"1.959,23";"1.959,23";"1.959,23"
"3040010644";"1.959,23";"1.959,23";"1.959,23"
"3040010645";"3.078,79";"3.078,79";"3.078,79"
"3040010646";"3.078,79";"3.078,79";"3.078,79"
"3040010647";"0,00";"0,00";"0,00"
"3040010649";"31.503,48";"0,00";"0,00"
"3040010650";"839,67";"839,67";"839,67"
"3040010651";"839,67";"839,67";"839,67"
"3040010652";"839,67";"839,67";"839,67"
"3040010653";"1.959,23";"1.959,23";"1.959,23"
"3040010654";"1.959,23";"1.959,23";"1.959,23"
"3040010655";"1.959,23";"1.959,23";"1.959,23"
"3040010656";"7.780,00";"7.780,00";"7.780,00"
"3040010657";"2.332,44";"2.332,44";"2.332,44"
"3040010658";"1.999,75";"1.999,75";"1.999,75"
"3040010659";"1.399,45";"1.399,45";"1.399,45"
"3040010660";"1.399,45";"1.399,45";"1.399,45"
"3040010661";"1.399,45";"1.399,45";"1.399,45"
"3040010662";"5.877,69";"5.877,69";"5.877,69"
"3040010663";"5.877,69";"5.877,69";"5.877,69"
"3040010664";"1.959,23";"1.959,23";"1.959,23"
"3040010665";"2.902,84";"2.902,84";"2.902,84"
"3040010666";"3.558,39";"3.558,39";"3.558,39"
"3040010667";"1.818,00";"1.818,00";"1.818,00"
"3040010668";"8.500,00";"2.313,28";"2.313,28"
"3040010669";"8.000,00";"8.000,00";"8.000,00"
"3040010670";"6.269,40";"6.269,40";"6.269,40"
"3040010671";"1.926,02";"1.926,02";"1.926,02"
"3040010672";"8.000,00";"8.000,00";"8.000,00"
"3040010673";"1.232,36";"1.232,36";"1.232,36"
"3040010674";"24.083,48";"24.083,48";"24.083,48"
"3040010675";"11.506,54";"11.506,54";"11.506,54"
"3040010676";"12.040,38";"12.040,38";"12.040,38"
"3040010677";"9.808,32";"9.808,32";"9.808,32"
"3040010678";"3.693,02";"3.693,02";"3.693,02"
"3040010679";"839,67";"839,67";"839,67"
"3040010680";"839,67";"839,67";"839,67"
"3040010681";"839,67";"839,67";"839,67"
"3040010682";"1.455,60";"0,00";"0,00"
"3040010683";"2.519,92";"1.550,72";"1.550,72"
"3040010684";"26.420,00";"26.420,00";"26.420,00"
"3040010686";"1.600,00";"1.600,00";"1.600,00"
"3040010687";"2.200,00";"0,00";"0,00"
"3040010688";"1.380,00";"1.380,00";"1.380,00"
"3040010689";"4.760,00";"4.760,00";"4.760,00"
"3040010690";"1.025.248,93";"1.025.248,93";"1.025.248,93"
"3040010691";"6.647,45";"6.647,45";"6.647,45"
"3040010692";"5.170,23";"5.170,23";"5.170,23"
"3040010693";"3.265,95";"3.265,95";"3.265,95"
"3040010694";"3.265,95";"3.265,95";"3.265,95"
"3040010695";"4.198,37";"4.198,37";"4.198,37"
"3040010696";"4.198,37";"4.198,37";"4.198,37"
"3040010697";"3.265,40";"3.265,40";"3.265,40"
"3040010698";"297.025,92";"297.025,92";"297.025,92"
"3040010699";"66.126,01";"66.126,01";"66.126,01"
"3040010700";"334.916,28";"334.916,28";"334.916,28"
"3040010701";"232.281,04";"232.281,04";"232.281,04"
"3040010702";"7.107,90";"7.107,90";"7.107,90"
"3040010703";"9.642.582,51";"9.642.582,51";"9.642.582,51"
"3040010704";"124.047,87";"124.047,87";"124.047,87"
"3040010705";"32.986,66";"32.986,66";"32.986,66"
"3040010706";"17.855,87";"17.855,87";"17.855,87"
"3040010707";"1.076.291,37";"1.076.291,37";"1.076.291,37"
"3040010708";"84.233,44";"84.233,44";"84.233,44"
"3040010709";"1.109.073,25";"1.109.073,25";"1.109.073,25"
"3040010710";"6.000,00";"6.000,00";"6.000,00"
"3040010711";"2.500,00";"2.500,00";"2.500,00"
"3040010712";"274.742,09";"274.742,09";"274.742,09"
"3040010713";"750,00";"750,00";"750,00"
"3040010714";"1.000,00";"1.000,00";"1.000,00"
"3040010715";"250.000,00";"250.000,00";"250.000,00"
"3040010716";"38.500,00";"38.500,00";"38.500,00"
"3040010717";"30.000,00";"30.000,00";"30.000,00"
"3040010718";"2.332,43";"2.332,43";"2.332,43"
"3040010719";"2.332,43";"2.332,43";"2.332,43"
"3040010720";"6.997,32";"6.997,32";"6.997,32"
"3040010721";"0,00";"0,00";"0,00"
"3040010722";"2.519,01";"2.519,01";"2.519,01"
"3040010732";"648.418,63";"648.418,63";"648.418,63"
"3040010733";"53.400,00";"31.150,00";"31.150,00"
"3040010734";"3.887,40";"3.887,40";"3.887,40"
"3040010735";"2.332,43";"2.332,43";"2.332,43"
"3040010736";"5.494,47";"5.494,47";"5.494,47"
"3040010737";"1.000,00";"1.000,00";"1.000,00"
"3040010738";"7.354,95";"7.354,95";"7.354,95"
"3040010739";"886,79";"886,79";"886,79"
"3040010740";"299,80";"0,00";"0,00"
"3040010741";"13.537,44";"0,00";"0,00"
"3040010742";"6.647,44";"6.647,44";"6.647,44"
"3040010743";"5.170,23";"5.170,23";"5.170,23"
"3040010744";"0,00";"0,00";"0,00"
"3040010745";"10.797,43";"10.797,43";"10.797,43"
"3040010746";"932,97";"932,97";"932,97"
"3040010747";"2.519,01";"2.519,01";"2.519,01"
"3040010748";"2.332,42";"2.332,42";"2.332,42"
"3040010749";"229.700,00";"229.700,00";"229.700,00"
"3040010750";"286.013,94";"286.013,94";"286.013,94"
"3040010751";"1.704,80";"1.704,80";"1.704,80"
"3040010752";"10.669,43";"10.669,43";"10.669,43"
"3040010753";"821,07";"821,07";"821,07"
"3040010754";"1.155.887,45";"1.155.887,45";"1.155.887,45"
"3040010755";"13.948,50";"13.948,50";"13.948,50"
"3040010756";"1.561,50";"1.561,50";"1.561,50"
"3040010757";"272,72";"272,72";"272,72"
"3040010758";"1.670,63";"1.670,63";"1.670,63"
"3040010759";"580,00";"580,00";"580,00"
"3040010760";"93,20";"93,20";"93,20"
"3040010761";"1.926,02";"1.926,02";"1.926,02"
"3040010762";"4.622,44";"4.622,44";"4.622,44"
"3040010763";"3.200,00";"3.200,00";"3.200,00"
"3040010764";"34.673,00";"34.673,00";"34.673,00"
"3040010765";"100,40";"100,40";"100,40"
"3040010766";"1.094,45";"1.094,45";"1.094,45"
"3040010767";"1.959,23";"1.959,23";"1.959,23"
"3040010768";"1.959,23";"1.959,23";"1.959,23"
"3040010769";"6.004,40";"6.004,40";"6.004,40"
"3040010770";"3.078,79";"3.078,79";"3.078,79"
"3040010771";"3.036,00";"3.036,00";"3.036,00"
"3040010772";"305,45";"305,45";"305,45"
"3040010773";"430.040,69";"430.040,69";"430.040,69"
"3040010774";"379.058,97";"379.058,97";"379.058,97"
"3040010775";"164.693,71";"164.693,71";"164.693,71"
"3040010776";"15.069,15";"15.069,15";"15.069,15"
"3040010777";"11.205,30";"11.205,30";"11.205,30"
"3040010778";"3.078,79";"3.078,79";"3.078,79"
"3040010779";"1.399,45";"1.399,45";"1.399,45"
"3040010780";"932,97";"932,97";"932,97"
"3040010781";"7.675,80";"7.675,80";"7.675,80"
"3040010782";"211.253,31";"90.760,68";"90.760,68"
"3040010783";"83.967,00";"8.000,19";"8.000,19"
"3040010784";"16.793,40";"0,00";"0,00"
"3040010785";"61.077,35";"26.240,63";"26.240,63"
"3040010786";"80.253,00";"80.253,00";"80.253,00"
"3040010787";"213.548,10";"81.860,10";"81.860,10"
"3040010788";"1.399,45";"1.399,45";"1.399,45"
"3040010789";"1.399,45";"1.399,45";"1.399,45"
"3040010790";"1.399,45";"1.399,45";"1.399,45"
"3040010791";"1.399,45";"1.399,45";"1.399,45"
"3040010792";"1.330,18";"1.330,18";"1.330,18"
"3040010793";"1.330,18";"1.330,18";"1.330,18"
"3040010794";"1.330,18";"1.330,18";"1.330,18"
"3040010795";"839,67";"839,67";"839,67"
"3040010796";"839,67";"839,67";"839,67"
"3040010797";"839,67";"839,67";"839,67"
"3040010798";"1.330,18";"1.330,18";"1.330,18"
"3040010799";"839,67";"839,67";"839,67"
"3040010800";"1.399,45";"1.399,45";"1.399,45"
"3040010801";"1.399,45";"1.399,45";"1.399,45"
"3040010802";"3.638,57";"3.638,57";"3.638,57"
"3040010803";"3.638,57";"3.638,57";"3.638,57"
"3040010804";"3.638,57";"3.638,57";"3.638,57"
"3040010805";"3.638,57";"3.638,57";"3.638,57"
"3040010806";"3.638,57";"3.638,57";"3.638,57"
"3040010807";"3.638,57";"3.638,57";"3.638,57"
"3040010808";"3.638,57";"3.638,57";"3.638,57"
"3040010809";"3.638,57";"3.638,57";"3.638,57"
"3040010810";"3.638,57";"3.638,57";"3.638,57"
"3040010811";"3.638,57";"3.638,57";"3.638,57"
"3040010812";"3.638,57";"3.638,57";"3.638,57"
"3040010813";"3.638,57";"3.638,57";"3.638,57"
"3040010814";"3.638,57";"3.638,57";"3.638,57"
"3040010815";"2.519,01";"2.519,01";"2.519,01"
"3040010816";"2.519,01";"2.519,01";"2.519,01"
"3040010817";"4.554,00";"4.554,00";"4.554,00"
"3040010818";"1.999,75";"1.999,75";"1.999,75"
"3040010819";"839,67";"839,67";"839,67"
"3040010821";"839,67";"839,67";"839,67"
"3040010822";"839,67";"839,67";"839,67"
"3040010823";"839,67";"839,67";"839,67"
"3040010824";"8.653,78";"8.653,78";"8.653,78"
"3040010825";"25.080,32";"25.080,32";"25.080,32"
"3040010826";"4.225,51";"4.225,51";"4.225,51"
"3040010827";"14.962,61";"14.962,61";"14.962,61"
"3040010828";"10.508,78";"10.508,78";"10.508,78"
"3040010829";"350.000,00";"350.000,00";"350.000,00"
"3040010830";"10.000,00";"10.000,00";"10.000,00"
"3040010831";"100.000,00";"70.498,07";"70.498,07"
"3040010832";"787.860,08";"787.860,08";"787.860,08"
"3040010833";"17.600,00";"677,67";"677,67"
"3040010834";"13.000,00";"224,02";"224,02"
"3040010835";"620,00";"0,00";"0,00"
"3040010836";"80.000,00";"7.323,92";"7.323,92"
"3040010837";"8.742,00";"0,00";"0,00"
"3040010838";"5.812,00";"288,10";"288,10"
"3040010839";"1.805,00";"0,00";"0,00"
"3040010840";"10.250,00";"0,00";"0,00"
"3040010841";"6.650,92";"6.650,92";"6.650,92"
"3040010842";"1.835,20";"0,00";"0,00"
"3040010843";"3.600,00";"3.600,00";"3.600,00"
"3040010844";"2.519,01";"2.519,01";"2.519,01"
"3040010845";"2.519,01";"2.519,01";"2.519,01"
"3040010846";"2.519,01";"2.519,01";"2.519,01"
"3040010847";"2.519,01";"2.519,01";"2.519,01"
"3040010848";"3.078,79";"3.078,79";"3.078,79"
"3040010849";"3.078,79";"3.078,79";"3.078,79"
"3040010850";"3.078,79";"3.078,79";"3.078,79"
"3040010851";"4.198,36";"4.198,36";"4.198,36"
"3040010852";"3.990,55";"3.990,55";"3.990,55"
"3040010853";"3.990,55";"3.990,55";"3.990,55"
"3040010854";"3.990,55";"3.990,55";"3.990,55"
"3040010855";"2.519,01";"2.519,01";"2.519,01"
"3040010856";"2.519,01";"2.519,01";"2.519,01"
"3040010857";"2.519,01";"2.519,01";"2.519,01"
"3040010858";"2.519,01";"2.519,01";"2.519,01"
"3040010859";"2.519,01";"2.519,01";"2.519,01"
"3040010860";"6.997,32";"6.997,32";"6.997,32"
"3040010861";"5.170,23";"5.170,23";"5.170,23"
"3040010862";"3.693,02";"3.693,02";"3.693,02"
"3040010863";"2.215,81";"2.215,81";"2.215,81"
"3040010864";"3.887,40";"3.887,40";"3.887,40"
"3040010865";"1.959,23";"1.959,23";"1.959,23"
"3040010866";"645,75";"645,75";"645,75"
"3040010867";"645,75";"645,75";"645,75"
"3040010868";"6.723,40";"6.723,40";"6.723,40"
"3040010869";"1.399,45";"1.399,45";"1.399,45"
"3040010870";"1.399,45";"1.399,45";"1.399,45"
"3040010871";"1.399,45";"1.399,45";"1.399,45"
"3040010872";"1.399,45";"1.399,45";"1.399,45"
"3040010873";"1.399,45";"1.399,45";"1.399,45"
"3040010874";"1.399,45";"1.399,45";"1.399,45"
"3040010875";"2.519,01";"2.519,01";"2.519,01"
"3040010876";"2.519,01";"2.519,01";"2.519,01"
"3040010877";"2.519,01";"2.519,01";"2.519,01"
"3040010878";"1.399,45";"1.399,45";"1.399,45"
"3040010879";"1.399,45";"1.399,45";"1.399,45"
"3040010880";"1.399,45";"1.399,45";"1.399,45"
"3040010881";"1.399,45";"1.399,45";"1.399,45"
"3040010882";"1.399,45";"1.399,45";"1.399,45"
"3040010883";"2.519,01";"2.519,01";"2.519,01"
"3040010884";"2.519,01";"2.519,01";"2.519,01"
"3040010885";"3.078,79";"3.078,79";"3.078,79"
"3040010886";"3.078,79";"3.078,79";"3.078,79"
"3040010887";"1.399,45";"1.399,45";"1.399,45"
"3040010888";"1.399,45";"1.399,45";"1.399,45"
"3040010889";"1.399,45";"1.399,45";"1.399,45"
"3040010890";"1.119,56";"1.119,56";"1.119,56"
"3040010891";"1.119,56";"1.119,56";"1.119,56"
"3040010892";"3.693,02";"3.693,02";"3.693,02"
"3040010893";"839,67";"839,67";"839,67"
"3040010894";"2.519,01";"2.519,01";"2.519,01"
"3040010895";"2.519,01";"2.519,01";"2.519,01"
"3040010896";"2.519,01";"2.519,01";"2.519,01"
"3040010897";"2.519,01";"2.519,01";"2.519,01"
"3040010898";"21.360,00";"10.680,00";"10.680,00"
"3040010899";"0,00";"0,00";"0,00"
"3040010900";"1.399,45";"1.399,45";"1.399,45"
"3040010901";"1.399,45";"1.399,45";"1.399,45"
"3040010902";"1.199,85";"1.199,85";"1.199,85"
"3040010903";"270,00";"270,00";"270,00"
"3040010904";"2.030,00";"2.030,00";"2.030,00"
"3040010905";"3.265,39";"3.265,39";"3.265,39"
"3040010906";"3.265,39";"3.265,39";"3.265,39"
"3040010910";"30.000,00";"13.630,74";"13.630,74"
"3040010911";"1.670,63";"1.670,63";"1.670,63"
"3040010912";"2.311,22";"2.311,22";"2.311,22"
"3040010913";"1.926,03";"1.926,03";"1.926,03"
"3040010914";"3.134,70";"3.134,70";"3.134,70"
"3040010915";"5.170,23";"5.170,23";"5.170,23"
"3040010916";"3.265,39";"3.265,39";"3.265,39"
"3040010917";"9.961.299,64";"9.961.299,64";"9.961.299,64"
"3040010918";"125.752,67";"125.752,67";"125.752,67"
"3040010919";"32.986,66";"32.986,66";"32.986,66"
"3040010920";"17.855,87";"17.855,87";"17.855,87"
"3040010921";"1.078.336,78";"1.078.336,78";"1.078.336,78"
"3040010922";"83.770,34";"83.770,34";"83.770,34"
"3040010923";"1.119.742,67";"1.119.742,67";"1.119.742,67"
"3040010924";"6.000,00";"6.000,00";"6.000,00"
"3040010925";"2.500,00";"2.500,00";"2.500,00"
"3040010926";"275.563,16";"275.563,16";"275.563,16"
"3040010927";"750,00";"750,00";"750,00"
"3040010928";"86.756,06";"86.756,06";"86.756,06"
"3040010929";"23.183,10";"23.183,10";"23.183,10"
"3040010930";"299.059,29";"299.059,29";"299.059,29"
"3040010931";"66.126,01";"66.126,01";"66.126,01"
"3040010932";"1.000,00";"1.000,00";"1.000,00"
"3040010933";"250.000,00";"250.000,00";"250.000,00"
"3040010934";"38.500,00";"38.500,00";"38.500,00"
"3040010935";"486.306,41";"486.306,41";"486.306,41"
"3040010936";"30.000,00";"30.000,00";"30.000,00"
"3040010937";"3.461,53";"3.461,53";"3.461,53"
"3040010938";"636,37";"636,37";"636,37"
"3040010939";"5.170,23";"5.170,23";"5.170,23"
"3040010940";"5.442,36";"5.442,36";"5.442,36"
"3040010941";"5.170,23";"5.170,23";"5.170,23"
"3040010942";"3.508,35";"3.508,35";"3.508,35"
"3040010943";"3.265,39";"3.265,39";"3.265,39"
"3040010944";"3.265,39";"3.265,39";"3.265,39"
"3040010945";"5.170,23";"5.170,23";"5.170,23"
"3040010946";"3.887,40";"3.887,40";"3.887,40"
"3040010947";"5.170,23";"5.170,23";"5.170,23"
"3040010948";"2.519,01";"2.519,01";"2.519,01"
"3040010949";"2.519,01";"2.519,01";"2.519,01"
"3040010950";"839,67";"839,67";"839,67"
"3040010951";"690.793,87";"690.793,87";"690.793,87"
"3040010952";"4.796,20";"4.796,20";"4.796,20"
"3040010953";"13.853,52";"13.853,52";"13.853,52"
"3040010954";"223,10";"223,10";"223,10"
"3040010955";"1.169.138,52";"1.169.138,52";"1.169.138,52"
"3040010956";"13.948,50";"13.948,50";"13.948,50"
"3040010957";"33.600,00";"33.600,00";"33.600,00"
"3040010958";"13.166,95";"13.166,95";"13.166,95"
"3040010959";"9.796,15";"9.796,15";"9.796,15"
"3040010960";"9.796,15";"9.796,15";"9.796,15"
"3040010961";"9.796,15";"9.796,15";"9.796,15"
"3040010962";"839,67";"839,67";"839,67"
"3040010963";"152.840,52";"53.372,88";"50.946,84"
"3040010964";"68.825,70";"22.941,90";"22.941,90"
"3040010965";"39.475,15";"39.475,15";"39.475,15"
"3040010966";"12.191,04";"12.191,04";"12.191,04"
"3040010967";"15.000,00";"15.000,00";"15.000,00"
"3040010969";"234.100,00";"234.100,00";"234.100,00"
"3040010970";"4.198,36";"4.198,36";"4.198,36"
"3040010971";"1.959,23";"1.959,23";"1.959,23"
"3040010972";"272.775,00";"750,00";"750,00"
"3040010973";"1.959,23";"1.959,23";"1.959,23"
"3040010974";"1.959,23";"1.959,23";"1.959,23"
"3040010975";"1.959,23";"1.959,23";"1.959,23"
"3040010976";"3.887,40";"3.887,40";"3.887,40"
"3040010977";"2.216,97";"2.216,97";"2.216,97"
"3040010978";"839,67";"839,67";"839,67"
"3040010979";"839,67";"839,67";"839,67"
"3040010980";"839,67";"839,67";"839,67"
"3040010981";"839,67";"839,67";"839,67"
"3040010982";"5.442,36";"5.442,36";"5.442,36"
"3040010983";"5.170,23";"5.170,23";"5.170,23"
"3040010984";"1.399,45";"1.399,45";"1.399,45"
"3040010985";"1.399,45";"1.399,45";"1.399,45"
"3040010986";"2.400,00";"2.340,00";"2.340,00"
"3040010987";"8.080,25";"8.080,25";"8.080,25"
"3040010988";"8.080,25";"8.080,25";"8.080,25"
"3040010989";"8.080,25";"8.080,25";"8.080,25"
"3040010990";"3.036,00";"3.036,00";"3.036,00"
"3040010991";"320,00";"320,00";"320,00"
"3040010992";"3.265,39";"3.265,39";"3.265,39"
"3040010993";"3.103,76";"3.103,76";"3.103,76"
"3040010994";"3.103,76";"3.103,76";"3.103,76"
"3040010995";"1.959,23";"1.959,23";"1.959,23"
"3040010996";"1.959,23";"1.959,23";"1.959,23"
"3040010997";"1.959,23";"1.959,23";"1.959,23"
"3040010998";"2.799,65";"2.799,65";"2.799,65"
"3040010999";"4.543,39";"4.543,39";"4.543,39"
"3040011000";"48.000,00";"8.000,00";"8.000,00"
"3040011001";"36.000,00";"0,00";"0,00"
"3040011002";"436.619,90";"436.619,90";"436.619,90"
"3040011003";"150.329,69";"150.329,69";"150.329,69"
"3040011004";"126.981,44";"126.981,44";"126.981,44"
"3040011005";"15.069,15";"15.069,15";"15.069,15"
"3040011006";"11.205,30";"11.205,30";"11.205,30"
"3040011007";"4.198,36";"4.198,36";"4.198,36"
"3040011008";"5.131,33";"5.131,33";"5.131,33"
"3040011009";"4.198,36";"4.198,36";"4.198,36"
"3040011010";"4.198,36";"4.198,36";"4.198,36"
"3040011011";"3.638,57";"3.638,57";"3.638,57"
"3040011012";"3.638,57";"3.638,57";"3.638,57"
"3040011013";"3.638,57";"3.638,57";"3.638,57"
"3040011014";"5.131,33";"5.131,33";"5.131,33"
"3040011015";"1.399,45";"1.399,45";"1.399,45"
"3040011016";"1.399,45";"1.399,45";"1.399,45"
"3040011017";"1.399,45";"1.399,45";"1.399,45"
"3040011018";"839,67";"839,67";"839,67"
"3040011019";"1.999,75";"1.999,75";"1.999,75"
